frame,Happiness,Sadness,Surprise,Fear,Disgust,Anger
1,0.0153118,0.035016768,0.033883557,0.019623276,0.002830374,0.014937729
2,0.0153118,0.035016768,0.033883557,0.019623276,0.002830374,0.014937729
3,0.0153118,0.035016768,0.033883557,0.019623276,0.002830374,0.014937729
4,0.0153118,0.035016768,0.033883557,0.019623276,0.002830374,0.014937729
5,0.0153118,0.035016768,0.033883557,0.019623276,0.002830374,0.014937729
6,0.0153118,0.035016768,0.033883557,0.019623276,0.002830374,0.014937729
7,0.0153118,0.035016768,0.033883557,0.019623276,0.002830374,0.014937729
8,0.0153118,0.035016768,0.033883557,0.019623276,0.002830374,0.014937729
9,0.0153118,0.035016768,0.033883557,0.019623276,0.002830374,0.014937729
10,0.0153118,0.035016768,0.033883557,0.019623276,0.002830374,0.014937729
11,0.0153118,0.035016768,0.033883557,0.019623276,0.002830374,0.014937729
12,0.0153118,0.035016768,0.033883557,0.019623276,0.002830374,0.014937729
13,0.0153118,0.035016768,0.033883557,0.019623276,0.002830374,0.014937729
14,0.0153118,0.035016768,0.033883557,0.019623276,0.002830374,0.014937729
15,0.0153118,0.035016768,0.033883557,0.019623276,0.002830374,0.014937729
16,0.011348543,0.03162045,0.032434504,0.020984866,0.002753558,0.016629413
17,0.011348543,0.03162045,0.032434504,0.020984866,0.002753558,0.016629413
18,0.011348543,0.03162045,0.032434504,0.020984866,0.002753558,0.016629413
19,0.011348543,0.03162045,0.032434504,0.020984866,0.002753558,0.016629413
20,0.011348543,0.03162045,0.032434504,0.020984866,0.002753558,0.016629413
21,0.011348543,0.03162045,0.032434504,0.020984866,0.002753558,0.016629413
22,0.011348543,0.03162045,0.032434504,0.020984866,0.002753558,0.016629413
23,0.011348543,0.03162045,0.032434504,0.020984866,0.002753558,0.016629413
24,0.011348543,0.03162045,0.032434504,0.020984866,0.002753558,0.016629413
25,0.011348543,0.03162045,0.032434504,0.020984866,0.002753558,0.016629413
26,0.011348543,0.03162045,0.032434504,0.020984866,0.002753558,0.016629413
27,0.011348543,0.03162045,0.032434504,0.020984866,0.002753558,0.016629413
28,0.011348543,0.03162045,0.032434504,0.020984866,0.002753558,0.016629413
29,0.007385286,0.028224133,0.03098545,0.022346457,0.002676741,0.018321099
30,0.007385286,0.028224133,0.03098545,0.022346457,0.002676741,0.018321099
31,0.007116059,0.031543557,0.027340293,0.020326752,0.002707423,0.01805422
32,0.007116059,0.031543557,0.027340293,0.020326752,0.002707423,0.01805422
33,0.007116059,0.031543557,0.027340293,0.020326752,0.002707423,0.01805422
34,0.007116059,0.031543557,0.027340293,0.020326752,0.002707423,0.01805422
35,0.007116059,0.031543557,0.027340293,0.020326752,0.002707423,0.01805422
36,0.007116059,0.031543557,0.027340293,0.020326752,0.002707423,0.01805422
37,0.007116059,0.031543557,0.027340293,0.020326752,0.002707423,0.01805422
38,0.007116059,0.031543557,0.027340293,0.020326752,0.002707423,0.01805422
39,0.007116059,0.031543557,0.027340293,0.020326752,0.002707423,0.01805422
40,0.007116059,0.031543557,0.027340293,0.020326752,0.002707423,0.01805422
41,0.007116059,0.031543557,0.027340293,0.020326752,0.002707423,0.01805422
42,0.007116059,0.031543557,0.027340293,0.020326752,0.002707423,0.01805422
43,0.007116059,0.031543557,0.027340293,0.020326752,0.002707423,0.01805422
44,0.006846832,0.03486298,0.023695137,0.018307049,0.002738105,0.017787345
45,0.006846832,0.03486298,0.023695137,0.018307049,0.002738105,0.017787345
46,0.006794654,0.036242336,0.022612128,0.019079711,0.002917494,0.01798429
47,0.006794654,0.036242336,0.022612128,0.019079711,0.002917494,0.01798429
48,0.006794654,0.036242336,0.022612128,0.019079711,0.002917494,0.01798429
49,0.006794654,0.036242336,0.022612128,0.019079711,0.002917494,0.01798429
50,0.006794654,0.036242336,0.022612128,0.019079711,0.002917494,0.01798429
51,0.006794654,0.036242336,0.022612128,0.019079711,0.002917494,0.01798429
52,0.006794654,0.036242336,0.022612128,0.019079711,0.002917494,0.01798429
53,0.006794654,0.036242336,0.022612128,0.019079711,0.002917494,0.01798429
54,0.006794654,0.036242336,0.022612128,0.019079711,0.002917494,0.01798429
55,0.006794654,0.036242336,0.022612128,0.019079711,0.002917494,0.01798429
56,0.006794654,0.036242336,0.022612128,0.019079711,0.002917494,0.01798429
57,0.006794654,0.036242336,0.022612128,0.019079711,0.002917494,0.01798429
58,0.006794654,0.036242336,0.022612128,0.019079711,0.002917494,0.01798429
59,0.006742477,0.03762169,0.021529118,0.019852372,0.003096884,0.018181235
60,0.006742477,0.03762169,0.021529118,0.019852372,0.003096884,0.018181235
61,0.006674332,0.03462794,0.024281714,0.022979245,0.00323845,0.01882296
62,0.006674332,0.03462794,0.024281714,0.022979245,0.00323845,0.01882296
63,0.006674332,0.03462794,0.024281714,0.022979245,0.00323845,0.01882296
64,0.006674332,0.03462794,0.024281714,0.022979245,0.00323845,0.01882296
65,0.006674332,0.03462794,0.024281714,0.022979245,0.00323845,0.01882296
66,0.006674332,0.03462794,0.024281714,0.022979245,0.00323845,0.01882296
67,0.006674332,0.03462794,0.024281714,0.022979245,0.00323845,0.01882296
68,0.006674332,0.03462794,0.024281714,0.022979245,0.00323845,0.01882296
69,0.006674332,0.03462794,0.024281714,0.022979245,0.00323845,0.01882296
70,0.006674332,0.03462794,0.024281714,0.022979245,0.00323845,0.01882296
71,0.006674332,0.03462794,0.024281714,0.022979245,0.00323845,0.01882296
72,0.006674332,0.03462794,0.024281714,0.022979245,0.00323845,0.01882296
73,0.006674332,0.03462794,0.024281714,0.022979245,0.00323845,0.01882296
74,0.006606188,0.03163419,0.02703431,0.026106117,0.003380016,0.019464685
75,0.006606188,0.03163419,0.02703431,0.026106117,0.003380016,0.019464685
76,0.006648312,0.03152305,0.02662132,0.025270766,0.003226463,0.019557783
77,0.006648312,0.03152305,0.02662132,0.025270766,0.003226463,0.019557783
78,0.006648312,0.03152305,0.02662132,0.025270766,0.003226463,0.019557783
79,0.006648312,0.03152305,0.02662132,0.025270766,0.003226463,0.019557783
80,0.006648312,0.03152305,0.02662132,0.025270766,0.003226463,0.019557783
81,0.006648312,0.03152305,0.02662132,0.025270766,0.003226463,0.019557783
82,0.006648312,0.03152305,0.02662132,0.025270766,0.003226463,0.019557783
83,0.006648312,0.03152305,0.02662132,0.025270766,0.003226463,0.019557783
84,0.006648312,0.03152305,0.02662132,0.025270766,0.003226463,0.019557783
85,0.006648312,0.03152305,0.02662132,0.025270766,0.003226463,0.019557783
86,0.006648312,0.03152305,0.02662132,0.025270766,0.003226463,0.019557783
87,0.006648312,0.03152305,0.02662132,0.025270766,0.003226463,0.019557783
88,0.006648312,0.03152305,0.02662132,0.025270766,0.003226463,0.019557783
89,0.006690437,0.031411912,0.026208326,0.024435414,0.00307291,0.019650882
90,0.006690437,0.031411912,0.026208326,0.024435414,0.00307291,0.019650882
91,0.006608544,0.029627472,0.025871571,0.024148226,0.003056056,0.019003723
92,0.006608544,0.029627472,0.025871571,0.024148226,0.003056056,0.019003723
93,0.006608544,0.029627472,0.025871571,0.024148226,0.003056056,0.019003723
94,0.006608544,0.029627472,0.025871571,0.024148226,0.003056056,0.019003723
95,0.006608544,0.029627472,0.025871571,0.024148226,0.003056056,0.019003723
96,0.006608544,0.029627472,0.025871571,0.024148226,0.003056056,0.019003723
97,0.006608544,0.029627472,0.025871571,0.024148226,0.003056056,0.019003723
98,0.006608544,0.029627472,0.025871571,0.024148226,0.003056056,0.019003723
99,0.006608544,0.029627472,0.025871571,0.024148226,0.003056056,0.019003723
100,0.006608544,0.029627472,0.025871571,0.024148226,0.003056056,0.019003723
101,0.006608544,0.029627472,0.025871571,0.024148226,0.003056056,0.019003723
102,0.006608544,0.029627472,0.025871571,0.024148226,0.003056056,0.019003723
103,0.006608544,0.029627472,0.025871571,0.024148226,0.003056056,0.019003723
104,0.00652665,0.02784303,0.025534816,0.023861036,0.003039203,0.018356562
105,0.00652665,0.02784303,0.025534816,0.023861036,0.003039203,0.018356562
106,0.006707536,0.028630096,0.025079913,0.023369258,0.003135563,0.017350316
107,0.006707536,0.028630096,0.025079913,0.023369258,0.003135563,0.017350316
108,0.006707536,0.028630096,0.025079913,0.023369258,0.003135563,0.017350316
109,0.006707536,0.028630096,0.025079913,0.023369258,0.003135563,0.017350316
110,0.006707536,0.028630096,0.025079913,0.023369258,0.003135563,0.017350316
111,0.006707536,0.028630096,0.025079913,0.023369258,0.003135563,0.017350316
112,0.006707536,0.028630096,0.025079913,0.023369258,0.003135563,0.017350316
113,0.006707536,0.028630096,0.025079913,0.023369258,0.003135563,0.017350316
114,0.006707536,0.028630096,0.025079913,0.023369258,0.003135563,0.017350316
115,0.006707536,0.028630096,0.025079913,0.023369258,0.003135563,0.017350316
116,0.006707536,0.028630096,0.025079913,0.023369258,0.003135563,0.017350316
117,0.006707536,0.028630096,0.025079913,0.023369258,0.003135563,0.017350316
118,0.006707536,0.028630096,0.025079913,0.023369258,0.003135563,0.017350316
119,0.006888421,0.029417163,0.024625009,0.02287748,0.003231923,0.016344069
120,0.006888421,0.029417163,0.024625009,0.02287748,0.003231923,0.016344069
121,0.013462415,0.0322722,0.025703114,0.019333873,0.00312217,0.016390728
122,0.013462415,0.0322722,0.025703114,0.019333873,0.00312217,0.016390728
123,0.013462415,0.0322722,0.025703114,0.019333873,0.00312217,0.016390728
124,0.013462415,0.0322722,0.025703114,0.019333873,0.00312217,0.016390728
125,0.013462415,0.0322722,0.025703114,0.019333873,0.00312217,0.016390728
126,0.013462415,0.0322722,0.025703114,0.019333873,0.00312217,0.016390728
127,0.013462415,0.0322722,0.025703114,0.019333873,0.00312217,0.016390728
128,0.013462415,0.0322722,0.025703114,0.019333873,0.00312217,0.016390728
129,0.013462415,0.0322722,0.025703114,0.019333873,0.00312217,0.016390728
130,0.013462415,0.0322722,0.025703114,0.019333873,0.00312217,0.016390728
131,0.013462415,0.0322722,0.025703114,0.019333873,0.00312217,0.016390728
132,0.013462415,0.0322722,0.025703114,0.019333873,0.00312217,0.016390728
133,0.013462415,0.0322722,0.025703114,0.019333873,0.00312217,0.016390728
134,0.020036409,0.03512724,0.026781216,0.015790263,0.003012416,0.016437387
135,0.020036409,0.03512724,0.026781216,0.015790263,0.003012416,0.016437387
136,0.15352815,0.03989826,0.032156385,0.010287029,0.002633491,0.015213706
137,0.15352815,0.03989826,0.032156385,0.010287029,0.002633491,0.015213706
138,0.15352815,0.03989826,0.032156385,0.010287029,0.002633491,0.015213706
139,0.15352815,0.03989826,0.032156385,0.010287029,0.002633491,0.015213706
140,0.15352815,0.03989826,0.032156385,0.010287029,0.002633491,0.015213706
141,0.15352815,0.03989826,0.032156385,0.010287029,0.002633491,0.015213706
142,0.15352815,0.03989826,0.032156385,0.010287029,0.002633491,0.015213706
143,0.15352815,0.03989826,0.032156385,0.010287029,0.002633491,0.015213706
144,0.15352815,0.03989826,0.032156385,0.010287029,0.002633491,0.015213706
145,0.15352815,0.03989826,0.032156385,0.010287029,0.002633491,0.015213706
146,0.15352815,0.03989826,0.032156385,0.010287029,0.002633491,0.015213706
147,0.15352815,0.03989826,0.032156385,0.010287029,0.002633491,0.015213706
148,0.15352815,0.03989826,0.032156385,0.010287029,0.002633491,0.015213706
149,0.2870199,0.044669278,0.03753155,0.004783794,0.002254566,0.013990025
150,0.2870199,0.044669278,0.03753155,0.004783794,0.002254566,0.013990025
151,0.41541868,0.03527039,0.03896534,0.003629952,0.001868316,0.011856995
152,0.41541868,0.03527039,0.03896534,0.003629952,0.001868316,0.011856995
153,0.41541868,0.03527039,0.03896534,0.003629952,0.001868316,0.011856995
154,0.41541868,0.03527039,0.03896534,0.003629952,0.001868316,0.011856995
155,0.41541868,0.03527039,0.03896534,0.003629952,0.001868316,0.011856995
156,0.41541868,0.03527039,0.03896534,0.003629952,0.001868316,0.011856995
157,0.41541868,0.03527039,0.03896534,0.003629952,0.001868316,0.011856995
158,0.41541868,0.03527039,0.03896534,0.003629952,0.001868316,0.011856995
159,0.41541868,0.03527039,0.03896534,0.003629952,0.001868316,0.011856995
160,0.41541868,0.03527039,0.03896534,0.003629952,0.001868316,0.011856995
161,0.41541868,0.03527039,0.03896534,0.003629952,0.001868316,0.011856995
162,0.41541868,0.03527039,0.03896534,0.003629952,0.001868316,0.011856995
163,0.41541868,0.03527039,0.03896534,0.003629952,0.001868316,0.011856995
164,0.54381746,0.025871502,0.04039913,0.002476111,0.001482066,0.009723964
165,0.54381746,0.025871502,0.04039913,0.002476111,0.001482066,0.009723964
166,0.41121137,0.025623247,0.065496825,0.004158957,0.0015889,0.010592783
167,0.41121137,0.025623247,0.065496825,0.004158957,0.0015889,0.010592783
168,0.41121137,0.025623247,0.065496825,0.004158957,0.0015889,0.010592783
169,0.41121137,0.025623247,0.065496825,0.004158957,0.0015889,0.010592783
170,0.41121137,0.025623247,0.065496825,0.004158957,0.0015889,0.010592783
171,0.41121137,0.025623247,0.065496825,0.004158957,0.0015889,0.010592783
172,0.41121137,0.025623247,0.065496825,0.004158957,0.0015889,0.010592783
173,0.41121137,0.025623247,0.065496825,0.004158957,0.0015889,0.010592783
174,0.41121137,0.025623247,0.065496825,0.004158957,0.0015889,0.010592783
175,0.41121137,0.025623247,0.065496825,0.004158957,0.0015889,0.010592783
176,0.41121137,0.025623247,0.065496825,0.004158957,0.0015889,0.010592783
177,0.41121137,0.025623247,0.065496825,0.004158957,0.0015889,0.010592783
178,0.41121137,0.025623247,0.065496825,0.004158957,0.0015889,0.010592783
179,0.2786053,0.02537499,0.090594515,0.005841802,0.001695735,0.011461601
180,0.2786053,0.02537499,0.090594515,0.005841802,0.001695735,0.011461601
181,0.4117291,0.020260204,0.08548884,0.004596299,0.001585477,0.009562667
182,0.4117291,0.020260204,0.08548884,0.004596299,0.001585477,0.009562667
183,0.4117291,0.020260204,0.08548884,0.004596299,0.001585477,0.009562667
184,0.4117291,0.020260204,0.08548884,0.004596299,0.001585477,0.009562667
185,0.4117291,0.020260204,0.08548884,0.004596299,0.001585477,0.009562667
186,0.4117291,0.020260204,0.08548884,0.004596299,0.001585477,0.009562667
187,0.4117291,0.020260204,0.08548884,0.004596299,0.001585477,0.009562667
188,0.4117291,0.020260204,0.08548884,0.004596299,0.001585477,0.009562667
189,0.4117291,0.020260204,0.08548884,0.004596299,0.001585477,0.009562667
190,0.4117291,0.020260204,0.08548884,0.004596299,0.001585477,0.009562667
191,0.4117291,0.020260204,0.08548884,0.004596299,0.001585477,0.009562667
192,0.4117291,0.020260204,0.08548884,0.004596299,0.001585477,0.009562667
193,0.4117291,0.020260204,0.08548884,0.004596299,0.001585477,0.009562667
194,0.54485285,0.015145419,0.080383174,0.003350795,0.00147522,0.007663732
195,0.54485285,0.015145419,0.080383174,0.003350795,0.00147522,0.007663732
196,0.6358765,0.01227516,0.060158163,0.002258072,0.001165894,0.006295809
197,0.6358765,0.01227516,0.060158163,0.002258072,0.001165894,0.006295809
198,0.6358765,0.01227516,0.060158163,0.002258072,0.001165894,0.006295809
199,0.6358765,0.01227516,0.060158163,0.002258072,0.001165894,0.006295809
200,0.6358765,0.01227516,0.060158163,0.002258072,0.001165894,0.006295809
201,0.6358765,0.01227516,0.060158163,0.002258072,0.001165894,0.006295809
202,0.6358765,0.01227516,0.060158163,0.002258072,0.001165894,0.006295809
203,0.6358765,0.01227516,0.060158163,0.002258072,0.001165894,0.006295809
204,0.6358765,0.01227516,0.060158163,0.002258072,0.001165894,0.006295809
205,0.6358765,0.01227516,0.060158163,0.002258072,0.001165894,0.006295809
206,0.6358765,0.01227516,0.060158163,0.002258072,0.001165894,0.006295809
207,0.6358765,0.01227516,0.060158163,0.002258072,0.001165894,0.006295809
208,0.6358765,0.01227516,0.060158163,0.002258072,0.001165894,0.006295809
209,0.7269001,0.009404901,0.03993315,0.00116535,0.000856568,0.004927886
210,0.7269001,0.009404901,0.03993315,0.00116535,0.000856568,0.004927886
211,0.56672454,0.015915256,0.03881342,0.001567695,0.001024271,0.006768274
212,0.56672454,0.015915256,0.03881342,0.001567695,0.001024271,0.006768274
213,0.56672454,0.015915256,0.03881342,0.001567695,0.001024271,0.006768274
214,0.56672454,0.015915256,0.03881342,0.001567695,0.001024271,0.006768274
215,0.56672454,0.015915256,0.03881342,0.001567695,0.001024271,0.006768274
216,0.56672454,0.015915256,0.03881342,0.001567695,0.001024271,0.006768274
217,0.56672454,0.015915256,0.03881342,0.001567695,0.001024271,0.006768274
218,0.56672454,0.015915256,0.03881342,0.001567695,0.001024271,0.006768274
219,0.56672454,0.015915256,0.03881342,0.001567695,0.001024271,0.006768274
220,0.56672454,0.015915256,0.03881342,0.001567695,0.001024271,0.006768274
221,0.56672454,0.015915256,0.03881342,0.001567695,0.001024271,0.006768274
222,0.56672454,0.015915256,0.03881342,0.001567695,0.001024271,0.006768274
223,0.56672454,0.015915256,0.03881342,0.001567695,0.001024271,0.006768274
224,0.40654895,0.02242561,0.037693694,0.001970041,0.001191975,0.008608663
225,0.40654895,0.02242561,0.037693694,0.001970041,0.001191975,0.008608663
226,0.220144,0.056599185,0.029058112,0.004658676,0.002435197,0.01008871
227,0.220144,0.056599185,0.029058112,0.004658676,0.002435197,0.01008871
228,0.220144,0.056599185,0.029058112,0.004658676,0.002435197,0.01008871
229,0.220144,0.056599185,0.029058112,0.004658676,0.002435197,0.01008871
230,0.220144,0.056599185,0.029058112,0.004658676,0.002435197,0.01008871
231,0.220144,0.056599185,0.029058112,0.004658676,0.002435197,0.01008871
232,0.220144,0.056599185,0.029058112,0.004658676,0.002435197,0.01008871
233,0.220144,0.056599185,0.029058112,0.004658676,0.002435197,0.01008871
234,0.220144,0.056599185,0.029058112,0.004658676,0.002435197,0.01008871
235,0.220144,0.056599185,0.029058112,0.004658676,0.002435197,0.01008871
236,0.220144,0.056599185,0.029058112,0.004658676,0.002435197,0.01008871
237,0.220144,0.056599185,0.029058112,0.004658676,0.002435197,0.01008871
238,0.220144,0.056599185,0.029058112,0.004658676,0.002435197,0.01008871
239,0.033739045,0.090772755,0.02042253,0.007347312,0.00367842,0.011568759
240,0.033739045,0.090772755,0.02042253,0.007347312,0.00367842,0.011568759
241,0.022737704,0.11667085,0.018133817,0.013487959,0.006924604,0.014772641
242,0.022737704,0.11667085,0.018133817,0.013487959,0.006924604,0.014772641
243,0.022737704,0.11667085,0.018133817,0.013487959,0.006924604,0.014772641
244,0.022737704,0.11667085,0.018133817,0.013487959,0.006924604,0.014772641
245,0.022737704,0.11667085,0.018133817,0.013487959,0.006924604,0.014772641
246,0.022737704,0.11667085,0.018133817,0.013487959,0.006924604,0.014772641
247,0.022737704,0.11667085,0.018133817,0.013487959,0.006924604,0.014772641
248,0.022737704,0.11667085,0.018133817,0.013487959,0.006924604,0.014772641
249,0.022737704,0.11667085,0.018133817,0.013487959,0.006924604,0.014772641
250,0.022737704,0.11667085,0.018133817,0.013487959,0.006924604,0.014772641
251,0.022737704,0.11667085,0.018133817,0.013487959,0.006924604,0.014772641
252,0.022737704,0.11667085,0.018133817,0.013487959,0.006924604,0.014772641
253,0.022737704,0.11667085,0.018133817,0.013487959,0.006924604,0.014772641
254,0.011736364,0.14256893,0.015845105,0.019628607,0.010170789,0.017976522
255,0.011736364,0.14256893,0.015845105,0.019628607,0.010170789,0.017976522
256,0.012189826,0.13501553,0.022629617,0.025254922,0.008510203,0.02497346
257,0.012189826,0.13501553,0.022629617,0.025254922,0.008510203,0.02497346
258,0.012189826,0.13501553,0.022629617,0.025254922,0.008510203,0.02497346
259,0.012189826,0.13501553,0.022629617,0.025254922,0.008510203,0.02497346
260,0.012189826,0.13501553,0.022629617,0.025254922,0.008510203,0.02497346
261,0.012189826,0.13501553,0.022629617,0.025254922,0.008510203,0.02497346
262,0.012189826,0.13501553,0.022629617,0.025254922,0.008510203,0.02497346
263,0.012189826,0.13501553,0.022629617,0.025254922,0.008510203,0.02497346
264,0.012189826,0.13501553,0.022629617,0.025254922,0.008510203,0.02497346
265,0.012189826,0.13501553,0.022629617,0.025254922,0.008510203,0.02497346
266,0.012189826,0.13501553,0.022629617,0.025254922,0.008510203,0.02497346
267,0.012189826,0.13501553,0.022629617,0.025254922,0.008510203,0.02497346
268,0.012189826,0.13501553,0.022629617,0.025254922,0.008510203,0.02497346
269,0.012643287,0.12746213,0.029414129,0.030881237,0.006849617,0.031970397
270,0.012643287,0.12746213,0.029414129,0.030881237,0.006849617,0.031970397
271,0.015879486,0.1294153,0.035648078,0.031002425,0.005775969,0.03985697
272,0.015879486,0.1294153,0.035648078,0.031002425,0.005775969,0.03985697
273,0.015879486,0.1294153,0.035648078,0.031002425,0.005775969,0.03985697
274,0.015879486,0.1294153,0.035648078,0.031002425,0.005775969,0.03985697
275,0.015879486,0.1294153,0.035648078,0.031002425,0.005775969,0.03985697
276,0.015879486,0.1294153,0.035648078,0.031002425,0.005775969,0.03985697
277,0.015879486,0.1294153,0.035648078,0.031002425,0.005775969,0.03985697
278,0.015879486,0.1294153,0.035648078,0.031002425,0.005775969,0.03985697
279,0.015879486,0.1294153,0.035648078,0.031002425,0.005775969,0.03985697
280,0.015879486,0.1294153,0.035648078,0.031002425,0.005775969,0.03985697
281,0.015879486,0.1294153,0.035648078,0.031002425,0.005775969,0.03985697
282,0.015879486,0.1294153,0.035648078,0.031002425,0.005775969,0.03985697
283,0.015879486,0.1294153,0.035648078,0.031002425,0.005775969,0.03985697
284,0.019115686,0.13136849,0.04188203,0.031123612,0.004702319,0.047743544
285,0.019115686,0.13136849,0.04188203,0.031123612,0.004702319,0.047743544
286,0.020262068,0.15314624,0.034714084,0.02855371,0.00699458,0.041372873
287,0.020262068,0.15314624,0.034714084,0.02855371,0.00699458,0.041372873
288,0.020262068,0.15314624,0.034714084,0.02855371,0.00699458,0.041372873
289,0.020262068,0.15314624,0.034714084,0.02855371,0.00699458,0.041372873
290,0.020262068,0.15314624,0.034714084,0.02855371,0.00699458,0.041372873
291,0.020262068,0.15314624,0.034714084,0.02855371,0.00699458,0.041372873
292,0.020262068,0.15314624,0.034714084,0.02855371,0.00699458,0.041372873
293,0.020262068,0.15314624,0.034714084,0.02855371,0.00699458,0.041372873
294,0.020262068,0.15314624,0.034714084,0.02855371,0.00699458,0.041372873
295,0.020262068,0.15314624,0.034714084,0.02855371,0.00699458,0.041372873
296,0.020262068,0.15314624,0.034714084,0.02855371,0.00699458,0.041372873
297,0.020262068,0.15314624,0.034714084,0.02855371,0.00699458,0.041372873
298,0.020262068,0.15314624,0.034714084,0.02855371,0.00699458,0.041372873
299,0.02140845,0.174924,0.02754614,0.025983809,0.00928684,0.035002206
300,0.02140845,0.174924,0.02754614,0.025983809,0.00928684,0.035002206
301,0.020823788,0.18477368,0.02286102,0.02311416,0.010866292,0.03256329
302,0.020823788,0.18477368,0.02286102,0.02311416,0.010866292,0.03256329
303,0.020823788,0.18477368,0.02286102,0.02311416,0.010866292,0.03256329
304,0.020823788,0.18477368,0.02286102,0.02311416,0.010866292,0.03256329
305,0.020823788,0.18477368,0.02286102,0.02311416,0.010866292,0.03256329
306,0.020823788,0.18477368,0.02286102,0.02311416,0.010866292,0.03256329
307,0.020823788,0.18477368,0.02286102,0.02311416,0.010866292,0.03256329
308,0.020823788,0.18477368,0.02286102,0.02311416,0.010866292,0.03256329
309,0.020823788,0.18477368,0.02286102,0.02311416,0.010866292,0.03256329
310,0.020823788,0.18477368,0.02286102,0.02311416,0.010866292,0.03256329
311,0.020823788,0.18477368,0.02286102,0.02311416,0.010866292,0.03256329
312,0.020823788,0.18477368,0.02286102,0.02311416,0.010866292,0.03256329
313,0.020823788,0.18477368,0.02286102,0.02311416,0.010866292,0.03256329
314,0.020239128,0.19462335,0.018175902,0.020244513,0.012445745,0.030124381
315,0.020239128,0.19462335,0.018175902,0.020244513,0.012445745,0.030124381
